Probe	Region	Methylation
AI846148	Gene_body	67.70158
AI846148	Promoter	0.41353384
AI847159	Gene_body	3.0884209
AI847159	Promoter	1.6316575
AI848100	Gene_body	78.70806
AI848100	Promoter	0.23628095
AI854517	Gene_body	6.886201
AI854517	Promoter	1.408905
AI854703	Gene_body	35.381348
AI854703	Promoter	25.88529
AI987944	Gene_body	57.73997
AI987944	Promoter	1.7114695
Aicda	Gene_body	2.6013641
Aicda	Promoter	9.155679
Aif1	Gene_body	94.9748
Aif1	Promoter	66.255295
Aif1l	Gene_body	2.5062919
Aif1l	Promoter	2.2924387
Aifm1	Gene_body	87.636505
Aifm1	Promoter	7.1428146
Aifm2	Gene_body	7.781058
Aifm2	Promoter	2.1370685
Aifm3	Gene_body	10.878546
Aifm3	Promoter	12.906075
Aig1	Gene_body	21.197155
Aig1	Promoter	0.79052734
Aim1	Gene_body	73.51034
Aim1	Promoter	0.4479317
Aim1l	Gene_body	13.568264
Aim1l	Promoter	3.0766525
Aim2	Gene_body	4.4922
Aim2	Promoter	1.6801165
Aimp1	Gene_body	89.36555
Aimp1	Promoter	12.316962
Aimp2	Gene_body	61.78885
Aimp2	Promoter	6.272809
Aip	Gene_body	44.799416
Aip	Promoter	15.271811
Aipl1	Gene_body	1.7310131
Aipl1	Promoter	2.1323528
Aire	Gene_body	59.8877
Aire	Promoter	49.144028
Airn	Gene_body	58.022495
Airn	Promoter	99.359955
Ajap1	Gene_body	3.4703238
Ajap1	Promoter	0.74395317
Ak1	Gene_body	2.5344481
Ak1	Promoter	4.43876
AK129341	Gene_body	84.05962
AK129341	Promoter	0.85714287
AK157302	Gene_body	5.1680675
AK157302	Promoter	5.835223
Ak2	Gene_body	66.59189
Ak2	Promoter	4.020563
Ak3	Gene_body	39.51202
Ak3	Promoter	0.56299603
Ak4	Gene_body	57.34838
Ak4	Promoter	2.6627347
Ak5	Gene_body	67.30392
Ak5	Promoter	2.2644706
Ak7	Gene_body	87.21949
Ak7	Promoter	95.65732
Ak8	Gene_body	72.69533
Ak8	Promoter	73.469185
Akap1	Gene_body	77.613045
Akap1	Promoter	1.7301304
Akap10	Gene_body	81.8069
Akap10	Promoter	0.5162122
Akap11	Gene_body	81.403496
Akap11	Promoter	0.541588
Akap12	Gene_body	90.547356
Akap12	Promoter	98.709274
Akap13	Gene_body	89.226135
Akap13	Promoter	1.8697616
Akap14	Gene_body	97.29065
Akap14	Promoter	96.70329
Akap17b	Gene_body	63.698067
Akap17b	Promoter	0.75245696
Akap2	Gene_body	19.109444
Akap2	Promoter	2.5501544
Akap3	Gene_body	5.0983734
Akap3	Promoter	1.9090908
Akap4	Gene_body	96.99676
Akap4	Promoter	-1
Akap5	Gene_body	96.563705
Akap5	Promoter	88.51976
Akap6	Gene_body	21.571218
Akap6	Promoter	53.419037
Akap7	Gene_body	82.083145
Akap7	Promoter	4.0856547
Akap8	Gene_body	65.44058
Akap8	Promoter	1.3579811
Akap8l	Gene_body	73.256165
Akap8l	Promoter	6.7019353
Akap9	Gene_body	85.86072
Akap9	Promoter	0.45714283
Akd1	Gene_body	89.48693
Akd1	Promoter	-1
Akirin1	Gene_body	44.975372
Akirin1	Promoter	0.6404321
Akirin2	Gene_body	30.006285
Akirin2	Promoter	1.5557775
Akna	Gene_body	80.224304
Akna	Promoter	8.80874
Aknad1	Gene_body	80.48993
Aknad1	Promoter	0.44444448
Akp3	Gene_body	11.757453
Akp3	Promoter	10.201084
Akr1a4	Gene_body	60.35704
Akr1a4	Promoter	1.3844086
Akr1b10	Gene_body	6.9429626
Akr1b10	Promoter	1.6533929
Akr1b3	Gene_body	78.046074
Akr1b3	Promoter	0.43452385
Akr1b7	Gene_body	5.7088513
Akr1b7	Promoter	2.933948
Akr1b8	Gene_body	86.05939
Akr1b8	Promoter	0
Akr1c12	Gene_body	1.505546
Akr1c12	Promoter	0.92592597
Akr1c13	Gene_body	7.0323853
Akr1c13	Promoter	13.766835
Akr1c14	Gene_body	48.251163
Akr1c14	Promoter	16.254961
Akr1c18	Gene_body	1.8386674
Akr1c18	Promoter	1.9565217
Akr1c19	Gene_body	49.25005
Akr1c19	Promoter	-1
Akr1c20	Gene_body	15.774681
Akr1c20	Promoter	0
Akr1c21	Gene_body	98.03397
Akr1c21	Promoter	98.037186
Akr1c6	Gene_body	30.1314
Akr1c6	Promoter	26.325756
Akr1cl	Gene_body	45.408573
Akr1cl	Promoter	1.2861812
Akr1d1	Gene_body	78.2756
Akr1d1	Promoter	77.959274
Akr1e1	Gene_body	36.193176
Akr1e1	Promoter	0
Akr7a5	Gene_body	37.850796
Akr7a5	Promoter	12.155909
Akt1	Gene_body	66.53733
Akt1	Promoter	2.9597685
Akt1s1	Gene_body	57.16817
Akt1s1	Promoter	22.762865
Akt2	Gene_body	86.52668
Akt2	Promoter	16.416122
Akt3	Gene_body	86.56333
Akt3	Promoter	0.8079565
Aktip	Gene_body	76.54751
Aktip	Promoter	45.189003
AL589670.1	Gene_body	95.833336
AL589670.1	Promoter	97.15609
AL590969.1	Gene_body	2.5757575
AL590969.1	Promoter	0.80652684
AL591146.1	Gene_body	0
AL591146.1	Promoter	0.34792367
AL591712.1	Gene_body	98.86363
AL591712.1	Promoter	95.917465
AL591905.1	Gene_body	32.5
AL591905.1	Promoter	19.882607
AL596123.1	Gene_body	0
AL596123.1	Promoter	1.28802
AL596258.1	Gene_body	0
AL596258.1	Promoter	1.5608466
AL603708.1	Gene_body	1.4646465
AL603708.1	Promoter	2.0312269
AL603828.1	Gene_body	4.107143
AL603828.1	Promoter	2.8776596
AL606908.1	Gene_body	86.53846
AL606908.1	Promoter	97.19524
AL626775.1	Gene_body	99.17355
AL626775.1	Promoter	98.2973
AL626784.1	Gene_body	0.43290046
AL626784.1	Promoter	0.97885543
AL645470.1	Gene_body	60.644077
AL645470.1	Promoter	40.05163
AL645971.1	Gene_body	3.422619
AL645971.1	Promoter	1.4570938
AL646096.2	Gene_body	100
AL646096.2	Promoter	99.57447
AL663027.1	Gene_body	0
AL663027.1	Promoter	6.1463237
AL669947.1	Gene_body	1.2077295
AL669947.1	Promoter	0.825942
AL669982.1	Gene_body	0.44642857
AL669982.1	Promoter	0.6123737
AL671866.1	Gene_body	0
AL671866.1	Promoter	2.0968015
AL671882.1	Gene_body	0.71428573
AL671882.1	Promoter	1.8652024
AL671913.1	Gene_body	86.56565
AL671913.1	Promoter	85.1555
AL672070.1	Gene_body	0.7692308
AL672070.1	Promoter	0.945469
AL672076.1	Gene_body	74.44445
AL672076.1	Promoter	76.99048
AL672246.1	Gene_body	0
AL672246.1	Promoter	0.8759991
AL683882.1	Gene_body	7.142857
AL683882.1	Promoter	2.7573528
AL713978.1	Gene_body	84.38889
AL713978.1	Promoter	76.25097
AL732564.1	Gene_body	96.40151
AL732564.1	Promoter	95.893555
AL732626.1	Gene_body	0.9558824
AL732626.1	Promoter	0.7616893
AL772271.1	Gene_body	2.0833333
AL772271.1	Promoter	1.4976691
AL772271.4	Gene_body	3.5714285
AL772271.4	Promoter	1.4024864
AL772272.1	Gene_body	2.1805556
AL772272.1	Promoter	1.0483024
AL772349.1	Gene_body	2.0676692
AL772349.1	Promoter	3.2194655
AL772404.1	Gene_body	0
AL772404.1	Promoter	0.64378
AL806517.1	Gene_body	94.117645
AL806517.1	Promoter	95.454544
AL807811.1	Gene_body	1.3333334
AL807811.1	Promoter	1.4158763
AL808133.1	Gene_body	12.310275
AL808133.1	Promoter	10.186743
AL831731.1	Gene_body	1.6666667
AL831731.1	Promoter	1.2896826
AL844480.1	Gene_body	12.5422125
AL844480.1	Promoter	4.941319
AL844840.2	Gene_body	29.141413
AL844840.2	Promoter	24.763966
AL844869.1	Gene_body	10.333334
AL844869.1	Promoter	36.590015
AL844871.1	Gene_body	0
AL844871.1	Promoter	0.64718616
AL845174.1	Gene_body	98.75
AL845174.1	Promoter	97.30159
AL928544.2	Gene_body	0
AL928544.2	Promoter	1.9337443
AL929011.1	Gene_body	3.3333335
AL929011.1	Promoter	8.850575
AL929371.2	Gene_body	94.49705
AL929371.2	Promoter	96.08972
AL954388.2	Gene_body	99.23077
AL954388.2	Promoter	99.434654
Alad	Gene_body	83.42619
Alad	Promoter	10.173966
Alas1	Gene_body	78.253586
Alas1	Promoter	0.2777778
Alas2	Gene_body	97.66552
Alas2	Promoter	95.37038
Alb	Gene_body	5.4978614
Alb	Promoter	1.2698413
Alcam	Gene_body	6.54513
Alcam	Promoter	1.9077569
Aldh16a1	Gene_body	56.799362
Aldh16a1	Promoter	22.199766
Aldh18a1	Gene_body	51.60858
Aldh18a1	Promoter	0.53846157
Aldh1a1	Gene_body	60.851887
Aldh1a1	Promoter	13.242613
Aldh1a2	Gene_body	34.434433
Aldh1a2	Promoter	0.47150075
Aldh1a3	Gene_body	2.870913
Aldh1a3	Promoter	0.5552606
Aldh1a7	Gene_body	7.7583723
Aldh1a7	Promoter	4.66429
Aldh1b1	Gene_body	1.8794886
Aldh1b1	Promoter	1.825665
Aldh1l1	Gene_body	88.59263
Aldh1l1	Promoter	1.701878
Aldh1l2	Gene_body	81.99907
Aldh1l2	Promoter	10.91009
Aldh2	Gene_body	76.74925
Aldh2	Promoter	0.4891213
Aldh3a1	Gene_body	24.038412
Aldh3a1	Promoter	14.223488
Aldh3a2	Gene_body	61.932907
Aldh3a2	Promoter	1.9863014
Aldh3b1	Gene_body	70.69793
Aldh3b1	Promoter	1.0043255
Aldh3b2	Gene_body	0.8083689
Aldh3b2	Promoter	0.3703704
Aldh4a1	Gene_body	74.89208
Aldh4a1	Promoter	3.0020707
Aldh5a1	Gene_body	22.720455
Aldh5a1	Promoter	0.8975919
Aldh6a1	Gene_body	45.828167
Aldh6a1	Promoter	6.2240214
Aldh7a1	Gene_body	59.984562
Aldh7a1	Promoter	5.5642285
Aldh8a1	Gene_body	21.727894
Aldh8a1	Promoter	0.6730769
Aldh9a1	Gene_body	76.96408
Aldh9a1	Promoter	18.365509
Aldoa	Gene_body	41.087303
Aldoa	Promoter	99.40542
Aldoart1	Gene_body	6.7101364
Aldoart1	Promoter	11.600022
Aldoart2	Gene_body	1.5877526
Aldoart2	Promoter	2.0863197
Aldob	Gene_body	21.523638
Aldob	Promoter	70.970856
Aldoc	Gene_body	89.863235
Aldoc	Promoter	92.03154
Alg1	Gene_body	64.47589
Alg1	Promoter	0.5133756
Alg10b	Gene_body	52.61589
Alg10b	Promoter	0.09259259
Alg11	Gene_body	57.458595
Alg11	Promoter	1.185392
Alg12	Gene_body	82.937996
Alg12	Promoter	1.531743
Alg13	Gene_body	72.03359
Alg13	Promoter	0.76048946
Alg14	Gene_body	81.03119
Alg14	Promoter	0.541088
Alg2	Gene_body	65.748856
Alg2	Promoter	9.76584
Alg3	Gene_body	75.5751
Alg3	Promoter	0.83832026
Alg5	Gene_body	71.31729
Alg5	Promoter	0.7316469
Alg6	Gene_body	82.98069
Alg6	Promoter	0.7386608
Alg8	Gene_body	87.802704
Alg8	Promoter	1.3289357
Alg9	Gene_body	85.40404
Alg9	Promoter	31.245562
Alk	Gene_body	7.623468
Alk	Promoter	0.9780802
Alkbh1	Gene_body	75.76814
Alkbh1	Promoter	9.970516
Alkbh2	Gene_body	51.895454
Alkbh2	Promoter	7.809057
Alkbh3	Gene_body	88.53697
Alkbh3	Promoter	2.3978472
Alkbh4	Gene_body	68.02558
Alkbh4	Promoter	10.895069
Alkbh5	Gene_body	27.095846
Alkbh5	Promoter	20.179737
Alkbh6	Gene_body	72.349464
Alkbh6	Promoter	4.9399166
Alkbh7	Gene_body	7.1571856
Alkbh7	Promoter	22.363895
Alkbh8	Gene_body	78.78548
Alkbh8	Promoter	0
Allc	Gene_body	9.583115
Allc	Promoter	6.6976213
Alms1	Gene_body	82.53674
Alms1	Promoter	0.95732605
Alms1-ps2	Gene_body	88.50738
Alms1-ps2	Promoter	99.5098
Alox12	Gene_body	75.08451
Alox12	Promoter	98.628044
Alox12b	Gene_body	2.3338318
Alox12b	Promoter	2.5154047
Alox12e	Gene_body	1.4189914
Alox12e	Promoter	0.47325101
Alox15	Gene_body	1.5609996
Alox15	Promoter	0.6599379
Alox5	Gene_body	8.813633
Alox5	Promoter	2.4775734
Alox5ap	Gene_body	3.2969422
Alox5ap	Promoter	4.732143
Alox8	Gene_body	2.1021307
Alox8	Promoter	0.95486116
Aloxe3	Gene_body	2.5148861
Aloxe3	Promoter	0.6279435
Alpi	Gene_body	10.105496
Alpi	Promoter	2.9882154
Alpk1	Gene_body	5.4733706
Alpk1	Promoter	2.0588236
Alpk2	Gene_body	6.322302
Alpk2	Promoter	2.9813242
Alpk3	Gene_body	2.3806655
Alpk3	Promoter	2.2032967
Alpl	Gene_body	30.621645
Alpl	Promoter	0.24496938
Alppl2	Gene_body	31.916248
Alppl2	Promoter	5.3878074
Als2	Gene_body	87.80041
Als2	Promoter	0.3691275
Als2cl	Gene_body	12.5883255
Als2cl	Promoter	1.7005496
Als2cr11	Gene_body	43.05327
Als2cr11	Promoter	3.9880953
Als2cr12	Gene_body	7.3698144
Als2cr12	Promoter	2.8904123
Als2cr4	Gene_body	57.520367
Als2cr4	Promoter	32.186745
Alx1	Gene_body	16.54427
Alx1	Promoter	0.771553
Alx3	Gene_body	1.185912
Alx3	Promoter	1.658641
Alx4	Gene_body	2.4924862
Alx4	Promoter	2.8539238
Amac1	Gene_body	3.5867448
Amac1	Promoter	5.551948
Amacr	Gene_body	59.026184
Amacr	Promoter	3.0183947
Ambn	Gene_body	4.687316
Ambn	Promoter	6.5705132
Ambp	Gene_body	15.239227
Ambp	Promoter	8.545548
Ambra1	Gene_body	84.224686
Ambra1	Promoter	0.83229554
Amd1	Gene_body	47.630306
Amd1	Promoter	1.124552
Amd2	Gene_body	13.981482
Amd2	Promoter	30.10582
Amdhd1	Gene_body	3.6229634
Amdhd1	Promoter	2.7738295
Amdhd2	Gene_body	34.846222
Amdhd2	Promoter	6.796172
Amd-ps3	Gene_body	0
Amd-ps3	Promoter	5.2944446
Amelx	Gene_body	13.510738
Amelx	Promoter	1.0416667
Amfr	Gene_body	62.66701
Amfr	Promoter	5.0120034
Amh	Gene_body	63.978844
Amh	Promoter	95.40599
Amhr2	Gene_body	2.9570818
Amhr2	Promoter	3.3091028
Amica1	Gene_body	24.582485
Amica1	Promoter	55.46825
Amigo1	Gene_body	51.98976
Amigo1	Promoter	1.1269528
Amigo2	Gene_body	1.6074456
Amigo2	Promoter	1.238829
Amigo3	Gene_body	97.53126
Amigo3	Promoter	90.8942
Ammecr1	Gene_body	78.81066
Ammecr1	Promoter	1.202352
Ammecr1l	Gene_body	61.704338
Ammecr1l	Promoter	0.82832533
Amn	Gene_body	1.6440861
Amn	Promoter	4.8770247
Amn1	Gene_body	78.378426
Amn1	Promoter	0.87830275
Amot	Gene_body	70.41769
Amot	Promoter	0.90965205
Amotl1	Gene_body	61.500046
Amotl1	Promoter	3.473582
Amotl2	Gene_body	1.6671375
Amotl2	Promoter	1.1814575
Ampd1	Gene_body	2.2492597
Ampd1	Promoter	0.52910054
Ampd2	Gene_body	69.292046
Ampd2	Promoter	5.128738
Ampd3	Gene_body	81.87983
Ampd3	Promoter	1.703869
Amph	Gene_body	48.208244
Amph	Promoter	1.4997097
Amt	Gene_body	46.58481
Amt	Promoter	13.640129
Amtn	Gene_body	3.671134
Amtn	Promoter	6.25
Amy1	Gene_body	33.52501
Amy1	Promoter	96.875
Amy2a1	Gene_body	1.4074074
Amy2a1	Promoter	1.388889
Amy2a2	Gene_body	3.7426903
Amy2a2	Promoter	1.388889
Amz1	Gene_body	23.846298
Amz1	Promoter	3.5305958
Amz2	Gene_body	60.980396
Amz2	Promoter	0.82423234
Anapc1	Gene_body	85.63447
Anapc1	Promoter	14.139637
Anapc10	Gene_body	88.186905
Anapc10	Promoter	3.9284973
Anapc11	Gene_body	41.65304
Anapc11	Promoter	12.356213
Anapc13	Gene_body	57.57764
Anapc13	Promoter	16.799746
Anapc16	Gene_body	50.216396
Anapc16	Promoter	1.1151369
Anapc2	Gene_body	78.32021
Anapc2	Promoter	7.69714
Anapc4	Gene_body	81.09538
Anapc4	Promoter	3.070325
Anapc5	Gene_body	83.92279
Anapc5	Promoter	1.1032548
Anapc7	Gene_body	74.39837
Anapc7	Promoter	1.2059183
Ang	Gene_body	60.1513
Ang	Promoter	1.3888888
Ang2	Gene_body	43.013527
Ang2	Promoter	46.249863
Ang4	Gene_body	28.559883
Ang4	Promoter	2.904723
Ang5	Gene_body	6.142928
Ang5	Promoter	0.68027216
Ang6	Gene_body	1.904762
Ang6	Promoter	3.720841
Angel1	Gene_body	69.296425
Angel1	Promoter	1.6984551
Angel2	Gene_body	60.82237
Angel2	Promoter	1.1111112
Angpt1	Gene_body	54.216393
Angpt1	Promoter	19.661697
Angpt2	Gene_body	88.5295
Angpt2	Promoter	99.08627
Angpt4	Gene_body	3.4081101
Angpt4	Promoter	2.6049225
Angptl1	Gene_body	92.02322
Angptl1	Promoter	8.778064
Angptl2	Gene_body	85.08227
Angptl2	Promoter	99.132065
Angptl3	Gene_body	80.442924
Angptl3	Promoter	98.21429
Angptl4	Gene_body	2.7257698
Angptl4	Promoter	1.5969388
Angptl6	Gene_body	8.813067
Angptl6	Promoter	21.661581
Angptl7	Gene_body	97.39157
Angptl7	Promoter	96.90578
Ank	Gene_body	84.000626
Ank	Promoter	0.70767504
Ank1	Gene_body	37.916145
Ank1	Promoter	1.2547038
Ank2	Gene_body	7.3591127
Ank2	Promoter	2.566288
Ank3	Gene_body	67.22497
Ank3	Promoter	22.9389
Ankar	Gene_body	42.3521
Ankar	Promoter	3.1420097
Ankdd1a	Gene_body	84.81506
Ankdd1a	Promoter	27.617973
Ankdd1b	Gene_body	14.30107
Ankdd1b	Promoter	1.2896826
Ankfn1	Gene_body	4.2464037
Ankfn1	Promoter	5.348563
Ankfy1	Gene_body	79.671135
Ankfy1	Promoter	1.2515963
Ankhd1	Gene_body	71.492546
Ankhd1	Promoter	1.1554207
Ankib1	Gene_body	75.91161
Ankib1	Promoter	4.340367
Ankk1	Gene_body	5.652662
Ankk1	Promoter	2.3966165
Ankle1	Gene_body	85.17272
Ankle1	Promoter	55.34728
Ankle2	Gene_body	55.84839
Ankle2	Promoter	0.6666667
Ankmy1	Gene_body	86.90615
Ankmy1	Promoter	0.974026
Ankmy2	Gene_body	4.7509146
Ankmy2	Promoter	0.5525149
Ankra2	Gene_body	69.63949
Ankra2	Promoter	11.952158
Ankrd1	Gene_body	2.2385037
Ankrd1	Promoter	2.4233863
Ankrd10	Gene_body	56.416733
Ankrd10	Promoter	1.8046947
Ankrd11	Gene_body	86.61646
Ankrd11	Promoter	0.9916381
Ankrd12	Gene_body	78.25638
Ankrd12	Promoter	3.521681
Ankrd13a	Gene_body	80.81545
Ankrd13a	Promoter	0.65351665
Ankrd13b	Gene_body	28.177994
Ankrd13b	Promoter	1.0400156
Ankrd13c	Gene_body	66.32912
Ankrd13c	Promoter	0.7769198
Ankrd13d	Gene_body	69.07223
Ankrd13d	Promoter	6.812645
Ankrd16	Gene_body	74.18336
Ankrd16	Promoter	0.64525396
Ankrd17	Gene_body	86.27921
Ankrd17	Promoter	1.3712889
Ankrd2	Gene_body	6.0747647
Ankrd2	Promoter	74.31462
Ankrd22	Gene_body	71.06611
Ankrd22	Promoter	0
Ankrd23	Gene_body	96.75307
Ankrd23	Promoter	97.64472
Ankrd24	Gene_body	29.464046
Ankrd24	Promoter	1.5412058
Ankrd26	Gene_body	92.48625
Ankrd26	Promoter	12.042021
Ankrd27	Gene_body	80.73312
Ankrd27	Promoter	0.64468056
Ankrd28	Gene_body	81.505104
Ankrd28	Promoter	0.5281443
Ankrd29	Gene_body	2.5192065
Ankrd29	Promoter	1.6789682
Ankrd32	Gene_body	83.482254
Ankrd32	Promoter	0.66477036
Ankrd33	Gene_body	2.197555
Ankrd33	Promoter	6.6620755
Ankrd33b	Gene_body	16.21629
Ankrd33b	Promoter	0.97872764
Ankrd34a	Gene_body	3.0388374
Ankrd34a	Promoter	7.8799543
Ankrd34b	Gene_body	3.3386567
Ankrd34b	Promoter	0.6806767
Ankrd34c	Gene_body	65.27708
Ankrd34c	Promoter	41.350624
Ankrd35	Gene_body	23.142307
Ankrd35	Promoter	8.569983
Ankrd36	Gene_body	82.04426
Ankrd36	Promoter	95.73297
Ankrd37	Gene_body	44.38897
Ankrd37	Promoter	0.6628788
Ankrd39	Gene_body	61.37615
Ankrd39	Promoter	11.270479
Ankrd40	Gene_body	56.72269
Ankrd40	Promoter	1.0707071
Ankrd42	Gene_body	57.678837
Ankrd42	Promoter	10.314246
Ankrd43	Gene_body	0.83121604
Ankrd43	Promoter	0.4878049
Ankrd44	Gene_body	88.28175
Ankrd44	Promoter	1.4229026
Ankrd45	Gene_body	4.344271
Ankrd45	Promoter	0
Ankrd46	Gene_body	86.340935
Ankrd46	Promoter	13.712697
Ankrd49	Gene_body	97.69518
Ankrd49	Promoter	15.401003
Ankrd5	Gene_body	3.4119458
Ankrd5	Promoter	6.407543
Ankrd50	Gene_body	73.264206
Ankrd50	Promoter	0.9
Ankrd52	Gene_body	82.426315
Ankrd52	Promoter	0.68293434
Ankrd53	Gene_body	56.743603
Ankrd53	Promoter	55.331223
Ankrd54	Gene_body	63.33048
Ankrd54	Promoter	0.75939393
Ankrd55	Gene_body	3.5529041
Ankrd55	Promoter	0.4201681
Ankrd56	Gene_body	1.0330113
Ankrd56	Promoter	0.73678094
Ankrd58	Gene_body	0.76884925
Ankrd58	Promoter	1.1268144
Ankrd6	Gene_body	86.077774
Ankrd6	Promoter	0.56584364
Ankrd60	Gene_body	2.1881962
Ankrd60	Promoter	1.2820513
Ankrd61	Gene_body	97.701866
Ankrd61	Promoter	98.0684
Ankrd7	Gene_body	15.944073
Ankrd7	Promoter	2.378259
Ankrd9	Gene_body	6.4948206
Ankrd9	Promoter	1.297321
Anks1	Gene_body	92.587494
Anks1	Promoter	0.18463074
Anks1b	Gene_body	64.33409
Anks1b	Promoter	2.7495599
Anks3	Gene_body	67.360275
Anks3	Promoter	6.033375
Anks4b	Gene_body	91.190506
Anks4b	Promoter	97.017975
Anks6	Gene_body	76.85027
Anks6	Promoter	1.4201335
Ankzf1	Gene_body	50.688797
Ankzf1	Promoter	7.50703
Anln	Gene_body	75.808815
Anln	Promoter	3.2126825
Ano1	Gene_body	50.38343
Ano1	Promoter	42.63773
Ano10	Gene_body	86.73113
Ano10	Promoter	0.6242236
Ano2	Gene_body	88.5414
Ano2	Promoter	1.0258176
Ano3	Gene_body	18.93231
Ano3	Promoter	1.875
Ano4	Gene_body	21.638203
Ano4	Promoter	2.9602184
Ano5	Gene_body	7.159703
Ano5	Promoter	1.8253968
Ano6	Gene_body	88.10321
Ano6	Promoter	9.997947
Ano7	Gene_body	24.375238
Ano7	Promoter	93.15605
Ano8	Gene_body	15.332519
Ano8	Promoter	0.80977184
Ano9	Gene_body	3.8361742
Ano9	Promoter	2.4251835
Anp32a	Gene_body	27.114674
Anp32a	Promoter	2.1949556
Anp32b	Gene_body	33.073
Anp32b	Promoter	1.1556025
Anp32e	Gene_body	61.967274
Anp32e	Promoter	0.25396827
Anpep	Gene_body	3.1791372
Anpep	Promoter	2.808957
Antxr1	Gene_body	35.366936
Antxr1	Promoter	0.4659091
Antxr2	Gene_body	72.75195
Antxr2	Promoter	1.0135424
Antxrl	Gene_body	4.6192822
Antxrl	Promoter	1.4215688
Anubl1	Gene_body	53.34958
Anubl1	Promoter	17.287308
Anxa1	Gene_body	5.526718
Anxa1	Promoter	2.930403
Anxa10	Gene_body	8.640523
Anxa10	Promoter	2.6190476
Anxa11	Gene_body	22.938541
Anxa11	Promoter	1.0363247
Anxa13	Gene_body	2.2936528
Anxa13	Promoter	4.5543346
Anxa2	Gene_body	28.781843
Anxa2	Promoter	2.14051
Anxa3	Gene_body	3.2786767
Anxa3	Promoter	1.1997769
Anxa4	Gene_body	66.43519
Anxa4	Promoter	33.70988
Anxa5	Gene_body	63.36587
Anxa5	Promoter	5.789188
Anxa6	Gene_body	82.32817
Anxa6	Promoter	32.783
Anxa7	Gene_body	68.88899
Anxa7	Promoter	2.8088424
Anxa8	Gene_body	3.75539
Anxa8	Promoter	1.0632643
Anxa9	Gene_body	94.105255
Anxa9	Promoter	92.25397
Aoah	Gene_body	72.50282
Aoah	Promoter	2.3544464
Aoc2	Gene_body	91.469864
Aoc2	Promoter	89.71522
Aoc3	Gene_body	89.31034
Aoc3	Promoter	97.38094
Aox1	Gene_body	3.2180178
Aox1	Promoter	6.3265305
Aox3	Gene_body	5.0361214
Aox3	Promoter	0
Aox3l1	Gene_body	11.472654
Aox3l1	Promoter	1.9523811
Aox4	Gene_body	18.671776
Aox4	Promoter	0.45351475
Ap1ar	Gene_body	76.06407
Ap1ar	Promoter	1.8586466
Ap1b1	Gene_body	79.484245
Ap1b1	Promoter	0.63492066
Ap1g1	Gene_body	77.82065
Ap1g1	Promoter	0.82748544
Ap1g2	Gene_body	71.3318
Ap1g2	Promoter	32.687134
Ap1m1	Gene_body	60.918507
Ap1m1	Promoter	14.608462
Ap1m2	Gene_body	85.12783
Ap1m2	Promoter	1.0884354
Ap1s1	Gene_body	81.61219
Ap1s1	Promoter	0.6961138
Ap1s2	Gene_body	37.23372
Ap1s2	Promoter	0.8149461
Ap1s3	Gene_body	75.127
Ap1s3	Promoter	0.15527952
Ap2a1	Gene_body	87.66861
Ap2a1	Promoter	0.74792516
Ap2a2	Gene_body	82.33627
Ap2a2	Promoter	2.4369118
Ap2b1	Gene_body	79.77088
Ap2b1	Promoter	4.585538
Ap2m1	Gene_body	60.150654
Ap2m1	Promoter	13.4132
Ap2s1	Gene_body	80.14819
Ap2s1	Promoter	0.93650794
Ap3b1	Gene_body	91.479515
Ap3b1	Promoter	0.6237374
Ap3b2	Gene_body	25.697412
Ap3b2	Promoter	1.5097865
Ap3d1	Gene_body	69.602844
Ap3d1	Promoter	2.5744865
Ap3m1	Gene_body	67.97682
Ap3m1	Promoter	2.9961767
Ap3m2	Gene_body	85.92857
Ap3m2	Promoter	0.524451
Ap3s1	Gene_body	69.84161
Ap3s1	Promoter	0.40004864
Ap3s1-ps2	Gene_body	5.3956203
Ap3s1-ps2	Promoter	6.653112
Ap3s2	Gene_body	89.54036
Ap3s2	Promoter	2.434204
Ap4b1	Gene_body	63.93066
Ap4b1	Promoter	2.8813581
Ap4e1	Gene_body	82.03338
Ap4e1	Promoter	0.3703704
Ap4m1	Gene_body	72.249626
Ap4m1	Promoter	7.911443
Ap4s1	Gene_body	37.845123
Ap4s1	Promoter	10.455833
Apaf1	Gene_body	81.603355
Apaf1	Promoter	1.4805765
Apba1	Gene_body	47.629395
Apba1	Promoter	0.38517395
Apba2	Gene_body	84.71157
Apba2	Promoter	0.9168388
Apba3	Gene_body	82.250114
Apba3	Promoter	0.89225596
Apbb1	Gene_body	97.377716
Apbb1	Promoter	97.12963
Apbb1ip	Gene_body	30.545162
Apbb1ip	Promoter	3.6748118
Apbb2	Gene_body	86.53709
Apbb2	Promoter	0.848784
Apbb3	Gene_body	57.929733
Apbb3	Promoter	1.1208047
Apc	Gene_body	80.93406
Apc	Promoter	1.2089072
Apc2	Gene_body	62.326324
Apc2	Promoter	11.604376
Apcdd1	Gene_body	5.4115486
Apcdd1	Promoter	0.6034483
Apcs	Gene_body	6.9551287
Apcs	Promoter	8.696582
Apeh	Gene_body	74.920296
Apeh	Promoter	2.8296463
Apex1	Gene_body	36.104595
Apex1	Promoter	2.1680155
Apex2	Gene_body	79.26833
Apex2	Promoter	98.84079
Aph1a	Gene_body	62.818485
Aph1a	Promoter	4.051724
Aph1b	Gene_body	45.53967
Aph1b	Promoter	5.4900165
Aph1c	Gene_body	56.91135
