Probe	Region	Methylation
Gm12786	Gene_body	97.65639
Gm12786	Promoter	94.980095
Gm12789	Gene_body	48.005726
Gm12789	Promoter	10.175138
Gm12790	Gene_body	52.519634
Gm12790	Promoter	2.9761906
Gm12794	Gene_body	40.74362
Gm12794	Promoter	25.347223
Gm12796	Gene_body	2.0593455
Gm12796	Promoter	21.428572
Gm12798	Gene_body	8.578434
Gm12798	Promoter	4.6875
Gm128	Gene_body	95.1474
Gm128	Promoter	96.44919
Gm12800	Gene_body	23.563066
Gm12800	Promoter	7.7380958
Gm12801	Gene_body	0.4464286
Gm12801	Promoter	2.6785717
Gm12802	Gene_body	9.82174
Gm12802	Promoter	3.0677745
Gm12811	Gene_body	7.2814593
Gm12811	Promoter	2.0348837
Gm12823	Gene_body	26.352274
Gm12823	Promoter	-1
Gm12824	Gene_body	5.6658773
Gm12824	Promoter	0.8265595
Gm12827	Gene_body	1.1378067
Gm12827	Promoter	0.95137286
Gm12828	Gene_body	4.409903
Gm12828	Promoter	3.2731555
Gm12829	Gene_body	4.9482565
Gm12829	Promoter	20.850206
Gm12830	Gene_body	4.539464
Gm12830	Promoter	0.88625324
Gm12835	Gene_body	2.3911881
Gm12835	Promoter	0.76808614
Gm12841	Gene_body	84.994675
Gm12841	Promoter	1.2658156
Gm12843	Gene_body	97.27208
Gm12843	Promoter	96.9302
Gm12847	Gene_body	90.73427
Gm12847	Promoter	97.62762
Gm12853	Gene_body	50.133007
Gm12853	Promoter	3.7318122
Gm12860	Gene_body	1.9333841
Gm12860	Promoter	0.25510207
Gm12861	Gene_body	48.097935
Gm12861	Promoter	1.8542997
Gm12862	Gene_body	1.398226
Gm12862	Promoter	3.7564785
Gm12863	Gene_body	95.5926
Gm12863	Promoter	86.09073
Gm12865	Gene_body	35.749744
Gm12865	Promoter	28.981085
Gm12866	Gene_body	45.568687
Gm12866	Promoter	64.31287
Gm12867	Gene_body	96.37345
Gm12867	Promoter	80.76637
Gm12868	Gene_body	49.349014
Gm12868	Promoter	3.042717
Gm12869	Gene_body	91.17982
Gm12869	Promoter	96.04745
Gm12886	Gene_body	6.1789002
Gm12886	Promoter	1.8981482
Gm12887	Gene_body	11.515506
Gm12887	Promoter	11.904762
Gm12888	Gene_body	12.407464
Gm12888	Promoter	14.299243
Gm12898	Gene_body	48.681034
Gm12898	Promoter	84.01097
Gm129	Gene_body	35.44928
Gm129	Promoter	36.743984
Gm12905	Gene_body	32.381126
Gm12905	Promoter	0.40474394
Gm12907	Gene_body	90.12042
Gm12907	Promoter	98.06029
Gm12908	Gene_body	2.329777
Gm12908	Promoter	0.85816
Gm12909	Gene_body	14.697594
Gm12909	Promoter	1.5
Gm12910	Gene_body	59.816128
Gm12910	Promoter	90.091034
Gm12911	Gene_body	14.262929
Gm12911	Promoter	25.047123
Gm12914	Gene_body	4.383838
Gm12914	Promoter	6.2527056
Gm12915	Gene_body	55.720005
Gm12915	Promoter	1.3937166
Gm12916	Gene_body	2.5299358
Gm12916	Promoter	6.1383715
Gm12923	Gene_body	35.72373
Gm12923	Promoter	59.224583
Gm12925	Gene_body	38.409256
Gm12925	Promoter	1.2055609
Gm12927	Gene_body	4.098482
Gm12927	Promoter	1.1621317
Gm12930	Gene_body	27.60388
Gm12930	Promoter	1.595656
Gm12932	Gene_body	3.5213068
Gm12932	Promoter	7.3997993
Gm12940	Gene_body	89.14822
Gm12940	Promoter	88.071625
Gm12942	Gene_body	36.250946
Gm12942	Promoter	81.57484
Gm12945	Gene_body	8.680291
Gm12945	Promoter	7.6357822
Gm12946	Gene_body	2.8112624
Gm12946	Promoter	7.550133
Gm12949	Gene_body	92.84502
Gm12949	Promoter	94.560875
Gm12951	Gene_body	1.7724867
Gm12951	Promoter	4.348371
Gm12958	Gene_body	1.1185933
Gm12958	Promoter	0.75163406
Gm12962	Gene_body	84.4199
Gm12962	Promoter	23.862906
Gm12963	Gene_body	26.8989
Gm12963	Promoter	8.452316
Gm12965	Gene_body	0.6944445
Gm12965	Promoter	49.23868
Gm12968	Gene_body	1.9376241
Gm12968	Promoter	1.4827738
Gm12970	Gene_body	0.78125
Gm12970	Promoter	1.490515
Gm12971	Gene_body	98.673485
Gm12971	Promoter	99.16512
Gm12972	Gene_body	2.5939648
Gm12972	Promoter	1.439764
Gm12973	Gene_body	76.01862
Gm12973	Promoter	85.46106
Gm12974	Gene_body	5.2087083
Gm12974	Promoter	0.7298828
Gm12976	Gene_body	4.898767
Gm12976	Promoter	2.173521
Gm12977	Gene_body	97.7058
Gm12977	Promoter	98.22398
Gm12979	Gene_body	1.502202
Gm12979	Promoter	3.2090385
Gm12981	Gene_body	21.853727
Gm12981	Promoter	0.43116015
Gm12984	Gene_body	1.4691657
Gm12984	Promoter	1.4143991
Gm12992	Gene_body	51.10226
Gm12992	Promoter	1.659299
Gm12996	Gene_body	28.589983
Gm12996	Promoter	0.5985147
Gm12999	Gene_body	3.7484095
Gm12999	Promoter	83.43698
Gm13001	Gene_body	0
Gm13001	Promoter	1.0992442
Gm13003	Gene_body	0.77160496
Gm13003	Promoter	1.6193854
Gm13008	Gene_body	95.218315
Gm13008	Promoter	86.95265
Gm13010	Gene_body	4.045309
Gm13010	Promoter	1.4672364
Gm13011	Gene_body	1.8493724
Gm13011	Promoter	1.8549892
Gm13012	Gene_body	0.7554945
Gm13012	Promoter	2.2059033
Gm13014	Gene_body	2.6234567
Gm13014	Promoter	0.4385965
Gm13016	Gene_body	2.367036
Gm13016	Promoter	2.1696558
Gm13017	Gene_body	4.6006618
Gm13017	Promoter	3.4894915
Gm13021	Gene_body	5.7642927
Gm13021	Promoter	8.183043
Gm13023	Gene_body	72.32975
Gm13023	Promoter	9.922545
Gm13025	Gene_body	2.3386817
Gm13025	Promoter	3.3333335
Gm13026	Gene_body	4.5038905
Gm13026	Promoter	5.7385364
Gm13027	Gene_body	3.817967
Gm13027	Promoter	1.8916438
Gm13028	Gene_body	2.7388132
Gm13028	Promoter	3.9239888
Gm13029	Gene_body	4.185241
Gm13029	Promoter	2.0595238
Gm13030	Gene_body	10.865063
Gm13030	Promoter	3.9003055
Gm13031	Gene_body	43.724094
Gm13031	Promoter	28.55791
Gm13032	Gene_body	20.9188
Gm13032	Promoter	3.3162143
Gm13037	Gene_body	90.19239
Gm13037	Promoter	88.097885
Gm13040	Gene_body	10.897436
Gm13040	Promoter	6.3492064
Gm13049	Gene_body	4.208612
Gm13049	Promoter	3.5683763
Gm1305	Gene_body	10.200003
Gm1305	Promoter	97.78954
Gm13051	Gene_body	12.212355
Gm13051	Promoter	-1
Gm13052	Gene_body	81.92865
Gm13052	Promoter	62.334705
Gm13053	Gene_body	29.798208
Gm13053	Promoter	1.1625514
Gm13054	Gene_body	95.2231
Gm13054	Promoter	98.32889
Gm13055	Gene_body	11.74715
Gm13055	Promoter	2.8341448
Gm13056	Gene_body	2.7467659
Gm13056	Promoter	1.4331203
Gm13057	Gene_body	12.365592
Gm13057	Promoter	6.3492064
Gm13060	Gene_body	2.037303
Gm13060	Promoter	3.2772849
Gm13061	Gene_body	14.042179
Gm13061	Promoter	0.64911604
Gm13062	Gene_body	96.23951
Gm13062	Promoter	95.037796
Gm13063	Gene_body	0.6620194
Gm13063	Promoter	10.176352
Gm13066	Gene_body	63.24187
Gm13066	Promoter	1.3580247
Gm13067	Gene_body	2.0799637
Gm13067	Promoter	0.95012623
Gm13068	Gene_body	21.36877
Gm13068	Promoter	-1
Gm13070	Gene_body	82.66519
Gm13070	Promoter	50.069763
Gm13073	Gene_body	0.8454107
Gm13073	Promoter	3.8791423
Gm13074	Gene_body	1.5076405
Gm13074	Promoter	1.0225885
Gm13075	Gene_body	1.5018955
Gm13075	Promoter	1.8713171
Gm13078	Gene_body	10.947738
Gm13078	Promoter	-1
Gm13083	Gene_body	22.722578
Gm13083	Promoter	-1
Gm13084	Gene_body	68.36708
Gm13084	Promoter	8.923611
Gm13088	Gene_body	21.972225
Gm13088	Promoter	23.095238
Gm13089	Gene_body	76.98232
Gm13089	Promoter	13.064836
Gm13090	Gene_body	97.9221
Gm13090	Promoter	97.126785
Gm13091	Gene_body	98.56781
Gm13091	Promoter	97.13346
Gm13093	Gene_body	16.946768
Gm13093	Promoter	54.0165
Gm13096	Gene_body	91.66667
Gm13096	Promoter	94.7619
Gm13097	Gene_body	52.926975
Gm13097	Promoter	2.7578113
Gm13098	Gene_body	98.33197
Gm13098	Promoter	84.050674
Gm13101	Gene_body	7.406205
Gm13101	Promoter	-1
Gm13103	Gene_body	77.84808
Gm13103	Promoter	1.1904763
Gm13109	Gene_body	12.861965
Gm13109	Promoter	7.685186
Gm13110	Gene_body	5.153315
Gm13110	Promoter	1.7912743
Gm13111	Gene_body	21.562696
Gm13111	Promoter	0.8235635
Gm13112	Gene_body	39.32097
Gm13112	Promoter	2.7845166
Gm13113	Gene_body	3.2212234
Gm13113	Promoter	4.8633156
Gm13115	Gene_body	2.2229953
Gm13115	Promoter	2.3586514
Gm13116	Gene_body	3.6534996
Gm13116	Promoter	64.99409
Gm13119	Gene_body	4.200827
Gm13119	Promoter	2.8297684
Gm13124	Gene_body	6.459602
Gm13124	Promoter	14.761905
Gm13125	Gene_body	97.8289
Gm13125	Promoter	96.36364
Gm13128	Gene_body	29.060558
Gm13128	Promoter	15.297837
Gm13133	Gene_body	1.8233681
Gm13133	Promoter	0.97402596
Gm13134	Gene_body	3.5118494
Gm13134	Promoter	1.8371212
Gm13139	Gene_body	35.28353
Gm13139	Promoter	-1
Gm13145	Gene_body	86.22051
Gm13145	Promoter	-1
Gm13147	Gene_body	20.695704
Gm13147	Promoter	-1
Gm13150	Gene_body	29.863268
Gm13150	Promoter	-1
Gm13151	Gene_body	22.277777
Gm13151	Promoter	-1
Gm13152	Gene_body	84.775986
Gm13152	Promoter	4.4918885
Gm13154	Gene_body	9.629807
Gm13154	Promoter	2.2158992
Gm13157	Gene_body	54.109676
Gm13157	Promoter	0.9408603
Gm13165	Gene_body	50.275566
Gm13165	Promoter	6.1147184
Gm13166	Gene_body	6.537009
Gm13166	Promoter	-1
Gm13173	Gene_body	29.543957
Gm13173	Promoter	38.87423
Gm13174	Gene_body	0.5681818
Gm13174	Promoter	2.2924993
Gm13175	Gene_body	6.9356074
Gm13175	Promoter	10.142836
Gm13177	Gene_body	13.212086
Gm13177	Promoter	2.1590908
Gm13178	Gene_body	7.4254117
Gm13178	Promoter	1.9444445
Gm13179	Gene_body	75.5899
Gm13179	Promoter	79.15909
Gm13180	Gene_body	72.427505
Gm13180	Promoter	2.5793653
Gm13184	Gene_body	53.94361
Gm13184	Promoter	95
Gm13185	Gene_body	79.57215
Gm13185	Promoter	88.12389
Gm13187	Gene_body	10.772429
Gm13187	Promoter	2.2323375
Gm13189	Gene_body	65.95053
Gm13189	Promoter	82.065
Gm13191	Gene_body	89.30825
Gm13191	Promoter	74.23016
Gm13199	Gene_body	97.51368
Gm13199	Promoter	95.73081
Gm13200	Gene_body	35.164455
Gm13200	Promoter	39.594902
Gm13201	Gene_body	3.8476303
Gm13201	Promoter	2.1865883
Gm13203	Gene_body	2.690834
Gm13203	Promoter	2.0005772
Gm13205	Gene_body	74.68783
Gm13205	Promoter	78.28865
Gm13206	Gene_body	3.6526568
Gm13206	Promoter	3.7534275
Gm13209	Gene_body	89.78116
Gm13209	Promoter	33.864815
Gm13211	Gene_body	85.729454
Gm13211	Promoter	2.7777781
Gm13212	Gene_body	21.579615
Gm13212	Promoter	4.043629
Gm13218	Gene_body	45.24016
Gm13218	Promoter	52.624214
Gm13219	Gene_body	64.14787
Gm13219	Promoter	97.80539
Gm1322	Gene_body	8.038953
Gm1322	Promoter	4.64258
Gm13225	Gene_body	23.145163
Gm13225	Promoter	1.9345239
Gm13227	Gene_body	80.74968
Gm13227	Promoter	71.5305
Gm13235	Gene_body	72.87074
Gm13235	Promoter	23.750902
Gm13242	Gene_body	23.341627
Gm13242	Promoter	-1
Gm13247	Gene_body	35.84987
Gm13247	Promoter	12.067074
Gm13251	Gene_body	30.008118
Gm13251	Promoter	15.132728
Gm13256	Gene_body	0.4811428
Gm13256	Promoter	1.2355921
Gm13257	Gene_body	8.600468
Gm13257	Promoter	74.219536
Gm13261	Gene_body	1.9684718
Gm13261	Promoter	1.166678
Gm13262	Gene_body	51.43559
Gm13262	Promoter	4.098124
Gm13264	Gene_body	8.123398
Gm13264	Promoter	2.9814813
Gm13266	Gene_body	63.092747
Gm13266	Promoter	29.280165
Gm13267	Gene_body	75.00711
Gm13267	Promoter	13.103904
Gm13269	Gene_body	77.97233
Gm13269	Promoter	30.894524
Gm13270	Gene_body	62.29403
Gm13270	Promoter	4.3914
Gm13271	Gene_body	3.9982164
Gm13271	Promoter	10.167055
Gm13272	Gene_body	1.0416666
Gm13272	Promoter	-1
Gm13274	Gene_body	3.8428571
Gm13274	Promoter	3.9166667
Gm13277	Gene_body	1.25
Gm13277	Promoter	-1
Gm13283	Gene_body	18.572298
Gm13283	Promoter	0.8333334
Gm13285	Gene_body	13.636364
Gm13285	Promoter	1.2820513
Gm13287	Gene_body	0.43290043
Gm13287	Promoter	0.59523815
Gm13288	Gene_body	1.4706069
Gm13288	Promoter	2.2292252
Gm13291	Gene_body	1.6960471
Gm13291	Promoter	0
Gm13293	Gene_body	1.4219576
Gm13293	Promoter	1.1160715
Gm1330	Gene_body	22.34738
Gm1330	Promoter	-1
Gm13307	Gene_body	7.540072
Gm13307	Promoter	1.5409092
Gm13308	Gene_body	1.3733076
Gm13308	Promoter	-1
Gm13318	Gene_body	56.011684
Gm13318	Promoter	69.52381
Gm1332	Gene_body	52.748215
Gm1332	Promoter	6.003534
Gm13322	Gene_body	90.11213
Gm13322	Promoter	88.92857
Gm13324	Gene_body	99.04762
Gm13324	Promoter	99.21875
Gm13327	Gene_body	12.279058
Gm13327	Promoter	3.5786064
Gm13330	Gene_body	2.134671
Gm13330	Promoter	0.6825529
Gm13334	Gene_body	1.3589764
Gm13334	Promoter	2.3666668
Gm13335	Gene_body	4.996015
Gm13335	Promoter	3.968254
Gm13336	Gene_body	1.5854661
Gm13336	Promoter	1.1868132
Gm13344	Gene_body	0.8315789
Gm13344	Promoter	2.0028095
Gm13346	Gene_body	38.454563
Gm13346	Promoter	1.3235294
Gm13348	Gene_body	3.7856507
Gm13348	Promoter	5.4166665
Gm13362	Gene_body	62.180256
Gm13362	Promoter	68.82428
Gm13364	Gene_body	26.41927
Gm13364	Promoter	31.206352
Gm1337	Gene_body	1.7682188
Gm1337	Promoter	1.2195027
Gm13371	Gene_body	4.749459
Gm13371	Promoter	2.2165534
Gm13372	Gene_body	2.9779947
Gm13372	Promoter	4.4029884
Gm13373	Gene_body	96.414925
Gm13373	Promoter	98.582375
Gm13375	Gene_body	1.2047213
Gm13375	Promoter	0.89123636
Gm13376	Gene_body	84.57163
Gm13376	Promoter	94.30556
Gm13380	Gene_body	97.07565
Gm13380	Promoter	95.664566
Gm13381	Gene_body	99.323586
Gm13381	Promoter	97.367615
Gm13383	Gene_body	1.9376899
Gm13383	Promoter	79.73111
Gm13387	Gene_body	2.4919944
Gm13387	Promoter	11.917254
Gm13388	Gene_body	95.510376
Gm13388	Promoter	98.55059
Gm13389	Gene_body	66.87097
Gm13389	Promoter	23.71352
Gm13391	Gene_body	97.02498
Gm13391	Promoter	98.092354
Gm13393	Gene_body	75.43771
Gm13393	Promoter	96.888885
Gm13395	Gene_body	97.746475
Gm13395	Promoter	84.32409
Gm13398	Gene_body	49.946438
Gm13398	Promoter	3.0966554
Gm13399	Gene_body	26.374853
Gm13399	Promoter	85.45243
Gm13402	Gene_body	75.73522
Gm13402	Promoter	97.263176
Gm13403	Gene_body	2.690214
Gm13403	Promoter	0.6
Gm13404	Gene_body	8.382353
Gm13404	Promoter	1.6523412
Gm13405	Gene_body	65.360886
Gm13405	Promoter	98.85904
Gm13411	Gene_body	7.202382
Gm13411	Promoter	5.537518
Gm13412	Gene_body	3.1616518
Gm13412	Promoter	2.671904
Gm13415	Gene_body	3.8712277
Gm13415	Promoter	4.134199
Gm13417	Gene_body	61.388466
Gm13417	Promoter	2.397186
Gm13420	Gene_body	16.417028
Gm13420	Promoter	1.7379225
Gm13421	Gene_body	32.261536
Gm13421	Promoter	1.7785606
Gm13425	Gene_body	0.9179098
Gm13425	Promoter	1.0973938
Gm13427	Gene_body	63.373684
Gm13427	Promoter	6.4152756
Gm13429	Gene_body	1.7279899
Gm13429	Promoter	6.163301
Gm13431	Gene_body	6.8191543
Gm13431	Promoter	1.849003
Gm13441	Gene_body	2.3198853
Gm13441	Promoter	4.65794
Gm13442	Gene_body	2.5490198
Gm13442	Promoter	3.2936509
Gm13446	Gene_body	3.3566144
Gm13446	Promoter	2.197531
Gm13447	Gene_body	98.50307
Gm13447	Promoter	85.93522
Gm13448	Gene_body	57.830315
Gm13448	Promoter	96.07323
Gm13449	Gene_body	96.037865
Gm13449	Promoter	94.290886
Gm13465	Gene_body	75.757355
Gm13465	Promoter	1.6
Gm13467	Gene_body	98.81337
Gm13467	Promoter	98.04348
Gm13470	Gene_body	5.3323817
Gm13470	Promoter	0.2754821
Gm13476	Gene_body	1.8863486
Gm13476	Promoter	0.8850298
Gm13479	Gene_body	26.361372
Gm13479	Promoter	1.050475
Gm13480	Gene_body	2.4946878
Gm13480	Promoter	0.8024692
Gm13481	Gene_body	26.539047
Gm13481	Promoter	19.829504
Gm13483	Gene_body	54.940437
Gm13483	Promoter	4.7089567
Gm13485	Gene_body	74.36442
Gm13485	Promoter	-1
Gm13490	Gene_body	4.109758
Gm13490	Promoter	4.4444447
Gm13496	Gene_body	1.4985324
Gm13496	Promoter	5.909524
Gm13497	Gene_body	3.3232195
Gm13497	Promoter	0.83487946
Gm13499	Gene_body	3.3143942
Gm13499	Promoter	30.37037
Gm13507	Gene_body	96.63548
Gm13507	Promoter	98.22223
Gm13520	Gene_body	16.448774
Gm13520	Promoter	32.03062
Gm13522	Gene_body	36.801743
Gm13522	Promoter	61.906414
Gm13523	Gene_body	1.4108477
Gm13523	Promoter	0.84566945
Gm13524	Gene_body	1.033862
Gm13524	Promoter	3.3512545
Gm13528	Gene_body	98.019775
Gm13528	Promoter	97.206345
Gm13530	Gene_body	2.3586311
Gm13530	Promoter	0.75156325
Gm13536	Gene_body	94.09933
Gm13536	Promoter	100
Gm13538	Gene_body	3.715042
Gm13538	Promoter	2.3391812
Gm13539	Gene_body	2.3728886
Gm13539	Promoter	2.602971
Gm13540	Gene_body	94.273506
Gm13540	Promoter	97.82328
Gm13544	Gene_body	3.8012285
Gm13544	Promoter	2.502722
Gm13546	Gene_body	4.5641804
Gm13546	Promoter	3.5303776
Gm13547	Gene_body	28.22897
Gm13547	Promoter	18.069101
Gm13553	Gene_body	2.6941047
Gm13553	Promoter	2.4269369
Gm13554	Gene_body	97.44246
Gm13554	Promoter	94.52842
Gm13556	Gene_body	1.1870421
Gm13556	Promoter	35.833336
Gm13558	Gene_body	17.717384
Gm13558	Promoter	3.0172415
Gm13561	Gene_body	4.9025106
Gm13561	Promoter	2.1247547
Gm13562	Gene_body	91.38956
Gm13562	Promoter	1.5508693
Gm13563	Gene_body	72.308205
Gm13563	Promoter	2.582251
Gm13564	Gene_body	1.1140621
Gm13564	Promoter	0.2777778
Gm13565	Gene_body	2.176816
Gm13565	Promoter	1.5044279
Gm13568	Gene_body	62.20103
Gm13568	Promoter	12.557605
Gm13569	Gene_body	1.2327417
Gm13569	Promoter	0
Gm13571	Gene_body	2.511621
Gm13571	Promoter	3.7353349
Gm13572	Gene_body	15.6410265
Gm13572	Promoter	0
Gm13575	Gene_body	4.520911
Gm13575	Promoter	2.9947653
Gm13580	Gene_body	1.3775511
Gm13580	Promoter	2.9601648
Gm13582	Gene_body	3.868295
Gm13582	Promoter	3.7752526
Gm13583	Gene_body	1.0826873
Gm13583	Promoter	3.6850777
Gm13584	Gene_body	63.39298
Gm13584	Promoter	88.44904
Gm13587	Gene_body	96.88151
Gm13587	Promoter	96.260315
Gm13589	Gene_body	3.1298323
Gm13589	Promoter	3.509911
Gm13594	Gene_body	1.2992126
Gm13594	Promoter	0.78467155
Gm13595	Gene_body	13.572436
Gm13595	Promoter	11.781756
Gm13596	Gene_body	1.632653
Gm13596	Promoter	2.9881656
Gm13598	Gene_body	12.027253
Gm13598	Promoter	4.070929
Gm13599	Gene_body	17.713356
Gm13599	Promoter	-1
Gm136	Gene_body	3.1060212
Gm136	Promoter	2.7940056
Gm13601	Gene_body	11.224083
Gm13601	Promoter	1.4722857
Gm13605	Gene_body	10.347345
Gm13605	Promoter	1.6398706
Gm13609	Gene_body	99.242424
Gm13609	Promoter	99.56439
Gm13610	Gene_body	66.65228
Gm13610	Promoter	6.136832
Gm13613	Gene_body	18.286089
Gm13613	Promoter	3.6842105
Gm13617	Gene_body	51.29883
Gm13617	Promoter	47.40359
Gm13618	Gene_body	4.995403
Gm13618	Promoter	14.876139
Gm13619	Gene_body	4.2556624
Gm13619	Promoter	2.8374019
Gm13620	Gene_body	1.1531036
Gm13620	Promoter	2.371357
Gm13629	Gene_body	5.2691383
Gm13629	Promoter	2.3413255
Gm13630	Gene_body	6.2150106
Gm13630	Promoter	2.735709
Gm13631	Gene_body	3.1752584
Gm13631	Promoter	4.2482524
Gm13632	Gene_body	61.42407
Gm13632	Promoter	22.32291
Gm13634	Gene_body	54.618065
Gm13634	Promoter	95.51282
Gm13643	Gene_body	30.0694
Gm13643	Promoter	2.4103675
Gm13644	Gene_body	2.813882
Gm13644	Promoter	1.3333334
Gm13645	Gene_body	13.53364
Gm13645	Promoter	14.611031
Gm13647	Gene_body	1.4995526
Gm13647	Promoter	4.4733896
Gm13648	Gene_body	6.3365483
Gm13648	Promoter	1.4021165
Gm13652	Gene_body	2.541856
Gm13652	Promoter	1.7644273
Gm13656	Gene_body	6.3888893
Gm13656	Promoter	3.5153284
Gm13657	Gene_body	2.0168698
Gm13657	Promoter	1.2037038
Gm13658	Gene_body	0.6860014
Gm13658	Promoter	1.0164142
Gm13659	Gene_body	3.524892
Gm13659	Promoter	8.411034
Gm13660	Gene_body	17.72775
Gm13660	Promoter	43.288074
Gm13661	Gene_body	2.267871
Gm13661	Promoter	3.1018517
Gm13662	Gene_body	0.7838022
Gm13662	Promoter	5.379819
Gm13663	Gene_body	5.7502484
Gm13663	Promoter	1.4258145
Gm13667	Gene_body	1.4729991
Gm13667	Promoter	1.3318453
Gm13684	Gene_body	97.831795
Gm13684	Promoter	99.20635
Gm13703	Gene_body	96.03495
Gm13703	Promoter	98.37253
Gm13704	Gene_body	46.826725
Gm13704	Promoter	0.31347963
Gm13705	Gene_body	1.617671
Gm13705	Promoter	0.96899235
Gm13706	Gene_body	93.26694
Gm13706	Promoter	90.628586
Gm13707	Gene_body	94.450806
Gm13707	Promoter	91.777885
Gm13708	Gene_body	2.2244365
Gm13708	Promoter	0.70080864
Gm13709	Gene_body	97.944115
Gm13709	Promoter	95.197044
Gm13710	Gene_body	29.95987
Gm13710	Promoter	12.439124
Gm13713	Gene_body	27.312292
Gm13713	Promoter	5.8073874
Gm13715	Gene_body	88.835556
Gm13715	Promoter	21.060606
Gm13716	Gene_body	30.19868
Gm13716	Promoter	85.525375
Gm13718	Gene_body	12.338933
Gm13718	Promoter	3.5898151
Gm13727	Gene_body	9.311068
Gm13727	Promoter	17.539593
Gm13734	Gene_body	7.2398267
Gm13734	Promoter	-1
Gm13741	Gene_body	3.529015
Gm13741	Promoter	4.5634923
Gm13746	Gene_body	1.4583334
Gm13746	Promoter	0.8549784
Gm13747	Gene_body	11.884921
Gm13747	Promoter	-1
Gm13748	Gene_body	58.15868
Gm13748	Promoter	97.89275
Gm13749	Gene_body	0.8208839
Gm13749	Promoter	21.439394
Gm13752	Gene_body	90.45444
Gm13752	Promoter	30.053576
Gm13753	Gene_body	91.073235
Gm13753	Promoter	-1
Gm13759	Gene_body	4.3478265
Gm13759	Promoter	-1
Gm13760	Gene_body	2.8571432
Gm13760	Promoter	-1
Gm13762	Gene_body	15.600733
Gm13762	Promoter	-1
Gm13763	Gene_body	3.0250123
Gm13763	Promoter	-1
Gm13764	Gene_body	2.9615998
Gm13764	Promoter	8.656463
Gm13773	Gene_body	0
Gm13773	Promoter	-1
Gm13775	Gene_body	2.5403676
Gm13775	Promoter	-1
Gm13778	Gene_body	34.81817
Gm13778	Promoter	11.854867
Gm13780	Gene_body	2.1597052
Gm13780	Promoter	4.8203387
Gm13781	Gene_body	3.2072542
Gm13781	Promoter	0.15151516
Gm13782	Gene_body	84.91555
Gm13782	Promoter	98.73188
Gm13783	Gene_body	13.469413
Gm13783	Promoter	3.7059624
Gm13789	Gene_body	97.381615
Gm13789	Promoter	97.722725
Gm13790	Gene_body	97.452126
Gm13790	Promoter	98.106064
Gm13791	Gene_body	11.101878
Gm13791	Promoter	2.3633788
Gm13793	Gene_body	2.1053793
Gm13793	Promoter	3.2809184
Gm13794	Gene_body	14.89899
Gm13794	Promoter	0.7692308
Gm13799	Gene_body	4.296938
Gm13799	Promoter	5.2083335
Gm13802	Gene_body	28.162954
Gm13802	Promoter	2.2986624
Gm13807	Gene_body	2.4623656
Gm13807	Promoter	2.64851
Gm13814	Gene_body	2.7370548
Gm13814	Promoter	4.5222225
Gm13816	Gene_body	3.7966788
Gm13816	Promoter	6.576555
Gm13817	Gene_body	3.1596673
Gm13817	Promoter	2.683727
Gm13822	Gene_body	94.19945
Gm13822	Promoter	96.93253
Gm13824	Gene_body	18.127403
Gm13824	Promoter	45.557716
Gm13825	Gene_body	52.186607
Gm13825	Promoter	45.17585
Gm13826	Gene_body	57.68581
Gm13826	Promoter	50.406166
Gm13830	Gene_body	52.670902
Gm13830	Promoter	2.613962
Gm13832	Gene_body	13.217979
Gm13832	Promoter	5.8354373
Gm13833	Gene_body	1.9791669
Gm13833	Promoter	2.3599637
Gm13837	Gene_body	100
Gm13837	Promoter	94.510895
Gm13838	Gene_body	2.275926
Gm13838	Promoter	2.0762823
Gm13839	Gene_body	1.3459669
Gm13839	Promoter	4.6458335
Gm13840	Gene_body	62.69129
Gm13840	Promoter	62.251595
Gm13842	Gene_body	3.6068933
Gm13842	Promoter	2.4861112
Gm13844	Gene_body	95.737206
Gm13844	Promoter	98.19444
Gm13845	Gene_body	54.565838
Gm13845	Promoter	2.2496088
Gm13846	Gene_body	8.51701
Gm13846	Promoter	7.2826877
Gm13847	Gene_body	4.3061905
Gm13847	Promoter	4.463181
Gm13848	Gene_body	2.7740393
Gm13848	Promoter	2.2895577
Gm13849	Gene_body	14.653457
Gm13849	Promoter	10.41804
Gm13851	Gene_body	93.869026
Gm13851	Promoter	95.38461
Gm13853	Gene_body	2.2309003
Gm13853	Promoter	1.2826127
Gm13855	Gene_body	80.87313
Gm13855	Promoter	2.5896127
Gm13856	Gene_body	82.55858
Gm13856	Promoter	7.8209496
Gm13857	Gene_body	12.11589
Gm13857	Promoter	4.138095
Gm13860	Gene_body	1.7528051
Gm13860	Promoter	5.5847955
Gm13861	Gene_body	3.2862523
Gm13861	Promoter	2.3102648
Gm13869	Gene_body	3.043196
Gm13869	Promoter	7.2335343
Gm13872	Gene_body	4.723176
Gm13872	Promoter	1.008772
Gm13874	Gene_body	11.019844
Gm13874	Promoter	20.536076
Gm13881	Gene_body	5.362018
Gm13881	Promoter	2.630719
Gm13883	Gene_body	4.438301
Gm13883	Promoter	1.5986142
Gm13889	Gene_body	1.5966715
Gm13889	Promoter	27.712305
Gm13892	Gene_body	96.24132
Gm13892	Promoter	93.746025
Gm13893	Gene_body	4.3095236
Gm13893	Promoter	3.9880955
Gm13905	Gene_body	3.360462
Gm13905	Promoter	0.98807216
Gm13909	Gene_body	3.0303032
Gm13909	Promoter	2.936288
Gm13912	Gene_body	42.834106
